 LN(EARNINGS/WK)   EDUC (YEARS)     EXP(YEARS)         AGE              FED             MED            KWW             IQ              WHITE
  5.3937093e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  5.0000000e+000  5.0000000e+000  3.4000000e+001  9.5000000e+001  1.0000000e+000
  5.4907093e+000  1.1000000e+001  1.3000000e+001  3.0000000e+001  7.0000000e+000  3.0000000e+000  1.9000000e+001  8.6000000e+001  1.0000000e+000
  5.1357093e+000  1.0000000e+001  1.4000000e+001  3.0000000e+001  7.0000000e+000  3.0000000e+000  1.7000000e+001  8.6000000e+001  1.0000000e+000
  5.1358528e+000  1.4000000e+001  1.1000000e+001  3.1000000e+001  1.8000000e+001  8.0000000e+000  4.1000000e+001  1.0400000e+002  1.0000000e+000
  5.8468528e+000  1.2000000e+001  1.6000000e+001  3.4000000e+001  5.0000000e+000  7.0000000e+000  2.1000000e+001  9.5000000e+001  1.0000000e+000
  5.4377093e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  1.2000000e+001  8.0000000e+000  3.7000000e+001  1.1600000e+002  1.0000000e+000
  5.4307093e+000  9.0000000e+000  1.8000000e+001  3.3000000e+001  6.0000000e+000  8.0000000e+000  2.0000000e+001  6.6000000e+001  1.0000000e+000
  5.7897093e+000  1.6000000e+001  1.0000000e+001  3.2000000e+001  5.0000000e+000  0.0000000e+000  3.8000000e+001  1.0100000e+002  1.0000000e+000
  5.9787093e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  1.2000000e+001  1.2000000e+001  2.3000000e+001  9.6000000e+001  1.0000000e+000
  5.8261630e+000  1.2000000e+001  1.7000000e+001  3.5000000e+001  0.0000000e+000  9.0000000e+000  4.1000000e+001  1.0400000e+002  1.0000000e+000
  6.4221744e+000  1.6000000e+001  1.3000000e+001  3.5000000e+001  1.0000000e+001  1.4000000e+001  3.4000000e+001  1.0500000e+002  1.0000000e+000
  5.7787093e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  7.0000000e+000  8.0000000e+000  3.4000000e+001  1.0600000e+002  1.0000000e+000
  6.0008528e+000  1.7000000e+001  7.0000000e+000  3.0000000e+001  1.5000000e+001  1.5000000e+001  3.4000000e+001  1.0100000e+002  1.0000000e+000
  5.7537093e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  1.2000000e+001  1.2000000e+001  4.2000000e+001  9.6000000e+001  1.0000000e+000
  5.8287093e+000  1.2000000e+001  1.5000000e+001  3.3000000e+001  9.0000000e+000  1.2000000e+001  3.4000000e+001  1.0500000e+002  1.0000000e+000
  5.8344160e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  2.0000000e+000  3.0000000e+000  4.0000000e+001  1.0600000e+002  1.0000000e+000
  6.4584923e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  8.0000000e+000  8.0000000e+000  4.4000000e+001  1.0200000e+002  1.0000000e+000
  4.6437093e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  0.0000000e+000  0.0000000e+000  3.5000000e+001  7.5000000e+001  0.0000000e+000
  5.6974923e+000  1.4000000e+001  8.0000000e+000  2.8000000e+001  5.0000000e+000  5.0000000e+000  2.7000000e+001  9.9000000e+001  0.0000000e+000
  5.7341630e+000  1.3000000e+001  1.9000000e+001  3.8000000e+001  1.1000000e+001  1.2000000e+001  4.6000000e+001  9.0000000e+001  1.0000000e+000
  6.1088564e+000  1.2000000e+001  1.0000000e+001  2.8000000e+001  1.2000000e+001  1.2000000e+001  3.0000000e+001  1.0400000e+002  1.0000000e+000
  5.5213251e+000  1.3000000e+001  1.1000000e+001  3.0000000e+001  0.0000000e+000  0.0000000e+000  3.7000000e+001  1.1500000e+002  1.0000000e+000
  6.0007093e+000  1.6000000e+001  1.0000000e+001  3.2000000e+001  1.0000000e+001  1.2000000e+001  3.7000000e+001  1.1800000e+002  1.0000000e+000
  6.3577093e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  1.2000000e+001  9.0000000e+000  4.0000000e+001  1.0800000e+002  1.0000000e+000
  5.5627093e+000  1.1000000e+001  1.2000000e+001  2.9000000e+001  1.1000000e+001  1.0000000e+001  3.0000000e+001  7.6000000e+001  0.0000000e+000
  5.7037093e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  0.0000000e+000  3.0000000e+000  2.8000000e+001  5.0000000e+001  0.0000000e+000
  5.7087093e+000  1.2000000e+001  1.5000000e+001  3.3000000e+001  0.0000000e+000  1.0000000e+001  2.3000000e+001  5.5000000e+001  0.0000000e+000
  5.6347093e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  0.0000000e+000  0.0000000e+000  2.3000000e+001  7.3000000e+001  0.0000000e+000
  5.3047093e+000  1.1000000e+001  1.3000000e+001  3.0000000e+001  9.0000000e+000  9.0000000e+000  1.4000000e+001  8.4000000e+001  0.0000000e+000
  5.9267093e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  9.0000000e+000  1.2000000e+001  3.7000000e+001  1.0400000e+002  1.0000000e+000
  5.5197093e+000  1.0000000e+001  2.0000000e+001  3.6000000e+001  6.0000000e+000  1.0000000e+001  4.0000000e+001  9.2000000e+001  1.0000000e+000
  5.7037093e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  6.0000000e+000  1.0000000e+001  2.7000000e+001  8.3000000e+001  0.0000000e+000
  5.8857093e+000  1.4000000e+001  1.0000000e+001  3.0000000e+001  6.0000000e+000  1.0000000e+001  3.6000000e+001  9.8000000e+001  0.0000000e+000
  5.3757093e+000  1.0000000e+001  1.3000000e+001  2.9000000e+001  7.0000000e+000  1.0000000e+001  2.5000000e+001  7.0000000e+001  0.0000000e+000
  5.4141779e+000  1.3000000e+001  1.1000000e+001  3.0000000e+001  1.0000000e+001  4.0000000e+000  2.6000000e+001  8.7000000e+001  1.0000000e+000
  5.2978528e+000  1.5000000e+001  7.0000000e+000  2.8000000e+001  0.0000000e+000  1.2000000e+001  3.8000000e+001  9.6000000e+001  1.0000000e+000
  5.8857093e+000  1.0000000e+001  2.2000000e+001  3.8000000e+001  1.0000000e+001  1.2000000e+001  3.4000000e+001  8.0000000e+001  1.0000000e+000
  5.3237093e+000  1.6000000e+001  1.1000000e+001  3.3000000e+001  1.0000000e+001  1.2000000e+001  4.0000000e+001  1.0400000e+002  1.0000000e+000
  5.8797093e+000  1.8000000e+001  1.1000000e+001  3.5000000e+001  8.0000000e+000  9.0000000e+000  3.5000000e+001  1.0400000e+002  1.0000000e+000
  6.6451744e+000  1.8000000e+001  8.0000000e+000  3.2000000e+001  1.8000000e+001  1.2000000e+001  2.4000000e+001  9.6000000e+001  1.0000000e+000
  5.2677093e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  1.8000000e+001  1.2000000e+001  2.4000000e+001  8.9000000e+001  1.0000000e+000
  5.1861630e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  1.3000000e+001  1.0000000e+001  3.9000000e+001  1.1300000e+002  1.0000000e+000
  5.8464923e+000  1.2000000e+001  1.5000000e+001  3.3000000e+001  7.0000000e+000  7.0000000e+000  2.9000000e+001  1.0500000e+002  1.0000000e+000
  5.5097093e+000  1.4000000e+001  1.1000000e+001  3.1000000e+001  4.0000000e+000  7.0000000e+000  3.9000000e+001  8.4000000e+001  1.0000000e+000
  6.2130308e+000  1.2000000e+001  1.7000000e+001  3.5000000e+001  3.0000000e+000  7.0000000e+000  3.6000000e+001  1.0800000e+002  1.0000000e+000
  5.7047093e+000  1.2000000e+001  1.6000000e+001  3.4000000e+001  3.0000000e+000  8.0000000e+000  3.2000000e+001  1.0400000e+002  1.0000000e+000
  5.2468528e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  7.0000000e+000  7.0000000e+000  2.8000000e+001  1.0600000e+002  1.0000000e+000
  4.2768836e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  0.0000000e+000  3.0000000e+000  4.5000000e+001  8.3000000e+001  0.0000000e+000
  5.8474712e+000  1.0000000e+001  2.2000000e+001  3.8000000e+001  7.0000000e+000  1.2000000e+001  3.4000000e+001  7.0000000e+001  1.0000000e+000
  6.5402171e+000  1.6000000e+001  1.2000000e+001  3.4000000e+001  1.2000000e+001  1.1000000e+001  3.9000000e+001  1.0400000e+002  1.0000000e+000
  6.0587093e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  1.2000000e+001  1.4000000e+001  4.2000000e+001  9.1000000e+001  1.0000000e+000
  6.7631630e+000  1.8000000e+001  1.0000000e+001  3.4000000e+001  1.8000000e+001  1.4000000e+001  4.2000000e+001  1.1200000e+002  1.0000000e+000
  5.5607093e+000  1.0000000e+001  1.4000000e+001  3.0000000e+001  9.0000000e+000  1.2000000e+001  2.7000000e+001  9.7000000e+001  1.0000000e+000
  5.7524923e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  1.0000000e+001  1.0000000e+001  4.0000000e+001  9.9000000e+001  1.0000000e+000
  5.2867093e+000  1.2000000e+001  1.6000000e+001  3.4000000e+001  0.0000000e+000  0.0000000e+000  3.0000000e+001  7.4000000e+001  0.0000000e+000
  6.0570308e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  0.0000000e+000  0.0000000e+000  4.0000000e+001  1.0000000e+002  1.0000000e+000
  5.3367093e+000  1.0000000e+001  1.5000000e+001  3.1000000e+001  0.0000000e+000  6.0000000e+000  2.8000000e+001  8.6000000e+001  1.0000000e+000
  5.8757093e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  9.0000000e+000  1.2000000e+001  3.6000000e+001  9.0000000e+001  1.0000000e+000
  5.6528528e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  0.0000000e+000  1.2000000e+001  4.3000000e+001  1.0100000e+002  1.0000000e+000
  6.3587093e+000  1.5000000e+001  8.0000000e+000  2.9000000e+001  9.0000000e+000  1.1000000e+001  3.3000000e+001  1.0900000e+002  1.0000000e+000
  5.4410308e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  0.0000000e+000  0.0000000e+000  2.6000000e+001  9.8000000e+001  0.0000000e+000
  5.3940194e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  7.0000000e+000  1.2000000e+001  4.0000000e+001  1.0700000e+002  1.0000000e+000
  6.3787093e+000  1.6000000e+001  1.4000000e+001  3.6000000e+001  1.4000000e+001  1.2000000e+001  4.8000000e+001  1.1000000e+002  1.0000000e+000
  5.7717093e+000  1.3000000e+001  9.0000000e+000  2.8000000e+001  1.2000000e+001  1.0000000e+001  3.5000000e+001  1.2000000e+002  1.0000000e+000
  6.1758528e+000  1.6000000e+001  8.0000000e+000  3.0000000e+001  1.2000000e+001  1.2000000e+001  3.4000000e+001  9.7000000e+001  1.0000000e+000
  6.0870194e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  0.0000000e+000  1.1000000e+001  3.7000000e+001  1.0300000e+002  1.0000000e+000
  5.4807093e+000  1.6000000e+001  8.0000000e+000  3.0000000e+001  1.2000000e+001  1.2000000e+001  3.6000000e+001  1.1400000e+002  1.0000000e+000
  5.1927093e+000  1.1000000e+001  1.3000000e+001  3.0000000e+001  8.0000000e+000  8.0000000e+000  3.1000000e+001  9.5000000e+001  1.0000000e+000
  5.9331744e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  6.0000000e+000  1.0000000e+001  3.2000000e+001  9.3000000e+001  0.0000000e+000
  5.6871744e+000  1.2000000e+001  1.6000000e+001  3.4000000e+001  0.0000000e+000  8.0000000e+000  3.8000000e+001  6.7000000e+001  0.0000000e+000
  6.4377093e+000  1.7000000e+001  9.0000000e+000  3.2000000e+001  1.3000000e+001  1.2000000e+001  2.8000000e+001  9.7000000e+001  1.0000000e+000
  5.5213251e+000  1.4000000e+001  8.0000000e+000  2.8000000e+001  1.6000000e+001  1.3000000e+001  3.4000000e+001  9.7000000e+001  1.0000000e+000
  5.9507093e+000  1.3000000e+001  1.3000000e+001  3.2000000e+001  0.0000000e+000  1.0000000e+001  2.5000000e+001  8.3000000e+001  1.0000000e+000
  5.5404923e+000  1.6000000e+001  1.0000000e+001  3.2000000e+001  1.2000000e+001  1.2000000e+001  4.6000000e+001  1.0400000e+002  1.0000000e+000
  5.2587093e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  8.0000000e+000  1.2000000e+001  2.7000000e+001  8.2000000e+001  1.0000000e+000
  6.3577093e+000  1.6000000e+001  1.3000000e+001  3.5000000e+001  8.0000000e+000  8.0000000e+000  4.5000000e+001  1.1300000e+002  1.0000000e+000
  5.6704923e+000  1.2000000e+001  1.7000000e+001  3.5000000e+001  8.0000000e+000  7.0000000e+000  3.9000000e+001  9.3000000e+001  1.0000000e+000
  5.7527093e+000  1.1000000e+001  1.5000000e+001  3.2000000e+001  0.0000000e+000  9.0000000e+000  2.3000000e+001  1.0000000e+002  0.0000000e+000
  5.5994994e+000  1.2000000e+001  1.5000000e+001  3.3000000e+001  0.0000000e+000  1.2000000e+001  3.8000000e+001  1.0100000e+002  1.0000000e+000
  5.3694923e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  7.0000000e+000  7.0000000e+000  3.3000000e+001  1.0000000e+002  1.0000000e+000
  5.9871744e+000  1.6000000e+001  1.2000000e+001  3.4000000e+001  1.6000000e+001  1.6000000e+001  3.0000000e+001  8.2000000e+001  0.0000000e+000
  5.3367093e+000  1.6000000e+001  8.0000000e+000  3.0000000e+001  0.0000000e+000  1.1000000e+001  2.8000000e+001  7.9000000e+001  0.0000000e+000
  6.1757093e+000  1.3000000e+001  1.2000000e+001  3.1000000e+001  6.0000000e+000  8.0000000e+000  3.2000000e+001  1.0200000e+002  1.0000000e+000
  5.4884923e+000  1.2000000e+001  1.0000000e+001  2.8000000e+001  0.0000000e+000  7.0000000e+000  2.2000000e+001  7.7000000e+001  0.0000000e+000
  5.9510194e+000  1.2000000e+001  1.0000000e+001  2.8000000e+001  1.1000000e+001  0.0000000e+000  2.5000000e+001  1.0900000e+002  1.0000000e+000
  5.9917093e+000  1.2000000e+001  1.7000000e+001  3.5000000e+001  0.0000000e+000  0.0000000e+000  3.2000000e+001  1.0700000e+002  1.0000000e+000
